,tweet,processed,topic
1971,la situation dans les ehpad est bouleversante et honteuse dans notre pays on passe notre vie a laisser faire sauf qu il y a des victimes quand on laisse faire sans effectuer de controles,situation ehpad bouleversante honteuse pay passe vie a laisser faire sauf a victimes quand laisse faire sans effectuer controles,health
1972,mes chers compatriotes de metropole d outre mer et de l etranger votre vote dimanche determinera votre quotidien durant les cinq prochaines annees mais aussi l avenir de la france et celui des nouvelles generations lisez la suite sur facebook,chers compatriotes metropole outre mer etranger vote dimanche determinera quotidien durant cinq prochaines annees aussi avenir france celui nouvelles generation lisez suite facebook,economy
1973,tout doit etre fait pour retrouver la voie du dialogue afin d assurer la paix en europe ukrainerussiacrisis retrouvez mon communique de presse sur la situation en ukraine,tout doit etre fait retrouver voie dialogue afin assurer paix europe ukrainerussiacrisis retrouvez communique presse situation ukraine,economy
1974,par rapport a mars avril nous avons progresse c est pourquoi certaines regles du confinement vont evoluer,rapport a mar avril progresse pourquoi certaines regles confinement vont evoluer,health
1975,que les francais aient la possibilite par referendum de se choisir leur loi supreme c est le coeur meme de la democratie le79inter elysee2022,francais possibilite referendum choisir loi supreme coeur meme democratie le79inter elysee2022,education
1976,face aux dangers du numerique nous changerons la loi pour que le controle parental soit installe par defaut sur tous les smartphones ordinateurs et tablettes utilises par nos enfants,face danger numerique changerons loi controle parental installe defaut tous smartphones ordinateurs tablettes utilises enfants,health
1977,je compte creer un ministere dedie a la lutte contre les fraudes il y a les fraudes aux prestations mais il y a aussi les fraudes economiques notamment les fraudes aux importations les ententes les fraudes aux normes,compte creer ministere dedie a lutte contre fraudes a fraudes prestations a aussi fraudes economiques notamment fraudes importation entente fraudes normes,environment
1978,9 ans apres nous n oublions pas,9 an apres oublions,health
1979,je creerai un nouveau statut civil pour les animaux qui ne seront plus consideres comme des meubles ce statut distinguera animaux de compagnie animaux sauvages et animaux d elevage unjourunlivret,creerai nouveau statut civil animaux plus consideres comme meubles statut distinguera animaux compagnie animaux sauvages animaux elevage unjourunlivret,economy
1980,pour soutenir nos forces de l ordre j instaurerai la presomption de legitime defense dimanchejevotemarine,soutenir force ordre instaurerai presomption legitime defense dimanchejevotemarine,economy
1981,cher frank walter je t adresse toutes mes felicitations pour ta reelection ensemble continuons a nourrir la precieuse amitie qui unit l allemagne et la france et a promouvoir nos valeurs europeennes,cher frank walter adresse toutes felicitation reelection ensemble continuons a nourrir precieuse amitie unit allemagne france a promouvoir valeurs europeennes,
1982,merci cher kyriakos pour cette confiance envers la france et son fleuron de l aeronautique envers l europe de la defense que nous sommes en train de batir,merci cher kyriakos cette confiance envers france fleuron aeronautique envers europe defense train batir,economy
1983,elue presidente je formerai un gouvernement d union nationale marinepresidente le20h,elue presidente formerai gouvernement union nationale marinepresidente le20h,economy
1984,je ne peux me resoudre a voir mon pays dans cet etat je suis malheureuse de voir tant de francais en souffrance je viens dire a nos compatriotes il n est pas trop tard marinepresidente,peux resoudre a voir pay cet etat malheureuse voir tant francais souffrance viens dire a compatriotes trop tard marinepresidente,environment
1985,presidente de la republique je ferai respecter l ordre et la loi dans notre pays pour mettre fin a l ensauvagement de la societe elysee2022 marinepresidente,presidente republique ferai respecter ordre loi pay mettre fin a ensauvagement societe elysee2022 marinepresidente,economy
1986,retrouvez moi ce soir pour le 20h de tf1,retrouvez soir 20h tf1,economy
1987,adresse aux francais,adresse francais,economy
1988,une vie d engagement de sacrifices de combats et une consecration celle de l egalite et de la liberte le legs de nelson mandela a l humanite est immense,vie engagement sacrifice combat consecration celle egalite liberte leg nelson mandela a humanite immense,environment
1989,je suis sincerement emue d apprendre la disparition de jean pierre pernaut qui eut a coeur de partager avec les francais sa passion pour nos terroirs et nos traditions son amour pour les beautes de notre pays il etait si francais il nous manquera a tous,sincerement emue apprendre disparition jean pierre pernaut a coeur partager francais passion terroirs tradition amour beautes pay etait si francais manquera a tous,education
1990,dans la foulee des blindes de la gendarmerie a paris emmanuel macron pourrait annoncer sa candidature symboliquement ca ressemblerait a son mandat convoisdelaliberte,foulee blindes gendarmerie a paris emmanuel macron pourrait annoncer candidature symboliquement ca ressemblerait a mandat convoisdelaliberte,economy
1991,personne n est pleinement protege tant que tout le monde n est pas vaccine soyons solidaires soyons responsables,personne pleinement protege tant tout monde vaccine solidaires responsables,health
1992,un grand bravo et merci de realiser ce reve fou ce reve fou d une jeune fille aux yeux noirs ce reve fou de faire briller la france a l eurovision ce soir c est aussi le reve fou de pouvoir a nouveau vibrer ensemble en europeens,grand bravo merci realiser reve fou reve fou jeune fille yeux noirs reve fou faire briller france a eurovision soir aussi reve fou pouvoir a nouveau vibrer ensemble europeens,economy
1993,cette societe n est pas un reve,cette societe reve,economy' 'education
1994,rt off ambiance studieuse pour officiel et son equipe a quelques heures de son grand discours de reims,rt off ambiance studieuse officiel equipe a quelques heures grand discours reims,economy
1995,je termine cette campagne comme je l ai commencee aupres de vous,termine cette campagne comme commencee aupres,
1996,rt bardella les 5 prochaines annees les francais veulent les vivre sanslui rendez vous demain a 11h,rt bardella 5 prochaines annees francais veulent vivre sanslui rendez demain a 11h,environment
1997,parce que la democratie le recommande parce que le respect du peuple l exige parce que le systeme oligarchique a vecu j etablirai la proportionnelle pour permettre une juste et equitable representation de toutes les opinions marinepresidente,parce democratie recommande parce respect peuple exige parce systeme oligarchique a vecu etablirai proportionnelle permettre juste equitable representation toutes opinion marinepresidente,health
1998,felicitations a l equipe de france frairl xvdefrance,felicitation a equipe france frairl xvdefrance,economy
1999,faire de la france une grande nation ecologique c est notre projet,faire france grande nation ecologique projet,economy
2000,nous sommes dependants de tout parce qu on a tout laisse delocaliser je rendrai a la france son independance dans les domaines strategiques marinepresidente le20h,dependant tout parce a tout laisse delocaliser rendrai a france independance domaines strategiques marinepresidente le20h,
2001,notre peuple je le connais bien depuis 5 ans je l ai vu souffrir je l ai vu s inquieter je voudrais lui dire ce soir qu un autre choix est possible marinepresidente debatmacronlepen 2022ledebat,peuple connais bien depuis 5 an vu souffrir vu inquieter voudrais dire soir autre choix possible marinepresidente debatmacronlepen 2022ledebat,education
